,TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Category,Price,Name,Region,Signup_Date
430,10408,CUST-044,PROD-016,2023-01-17 23:00:00,2,0.1,91.66,Electronics,50.92,Customer_44,Midwest,2020-11-01
431,10409,CUST-022,PROD-003,2023-01-18 00:00:00,3,0.1,1299.27,Electronics,481.21,Customer_22,East,2020-05-31
432,10410,CUST-080,PROD-010,2023-01-18 01:00:00,5,0.05,1399.21 EUR,Electronics,294.57,Customer_80,West,2021-07-11
433,10411,CUST-048,PROD-010 ,2023-01-18 02:00:00,4,0.05,,,,Customer_48,Midwest,2020-11-29
434,10412,CUST-061,PROD-011,2023-01-18 03:00:00,4,0.05,355.22,Electronics,93.48,Customer_61,south,2021-02-28
435,10413,CUST-086,PROD-018,2023-01-18 04:00:00,2,0.05,$401.77,Furniture,211.46,Customer_86,Midwest,2021-08-22
436,10414,CUST-081,PROD-012,2023-01-18 05:00:00,2,0.0,129.54,Furniture,64.77,Customer_81,west,2021-07-18
437,10415,CUST-045,PROD-020,2023-01-18 06:00:00,9,0.05,505.05,Electronics,59.07,Customer_45,South,2020-11-08
438,10416,CUST-086,PROD-005,2023-01-18 07:00:00,5,0.1,1271.16 EUR,Electronics,282.48,Customer_86,Midwest,2021-08-22
439,10417,CUST-081,PROD-010,2023-01-18 08:00:00,6,0.0,$1767.42,Electronics,294.57,Customer_81,west,2021-07-18
440,10418,CUST-054,PROD-001,2023-01-18 09:00:00,3,0.2,364.82,Clothing,152.01,Customer_54,east,2021-01-10
441,10419,CUST-068,PROD-006,2023-01-18 10:00:00,9,0.1,3416.58,Electronics,421.8,Customer_68,Midwest,2021-04-18
442,10420,CUST-017,PROD-012,2023-01-18 11:00:00,3,0.05,184.59,Furniture,64.77,Customer_17,South,2020-04-26
443,10421,CUST-083,PROD-003,2023-01-18 12:00:00,5,0.2,1924.84,Electronics,481.21,Customer_83,Midwest,2021-08-01
444,10422,CUST-092,PROD-016,2023-01-18 13:00:00,7,0.05,338.62,Electronics,50.92,Customer_92,Midwest,2021-10-03
445,10423,CUST-022,PROD-014,2023-01-18 14:00:00,8,0.1,2163.02 EUR,Electronics,300.42,Customer_22,East,2020-05-31
446,10424,CUST-098,PROD-011,2023-01-18 15:00:00,4,0.1,336.53 EUR,Electronics,93.48,Customer_98,midwest,2021-11-14
447,10425,CUST-100,PROD-009,2023-01-18 16:00:00,2,0.05,557.57,Furniture,293.46,Customer_100,West,2021-11-28
448,10426,CUST-047,PROD-018,2023-01-18 17:00:00,4,0.1,$761.26,Furniture,211.46,Customer_47,Midwest,2020-11-22
449,10427,CUST-065,PROD-012,2023-01-18 18:00:00,1,0.2,51.82,Furniture,64.77,Customer_65,South,2021-03-28
450,10428,CUST-047,PROD-018,Invalid_Date,2,0.2,338.34,Furniture,211.46,Customer_47,Midwest,2020-11-22
451,10429,CUST-056,PROD-019 ,2023-01-18 20:00:00,9,0.2,,,,Customer_56,East,2021-01-24
452,10430,CUST-034,PROD-009,2023-01-18 21:00:00,8,0.1,2112.91,Furniture,293.46,Customer_34,North,2020-08-23
453,10431,CUST-026,PROD-012,2023-01-18 22:00:00,6,0.1,349.76,Furniture,64.77,Customer_26,East,2020-06-28
454,10432,CUST-058,PROD-014,2023-01-18 23:00:00,0,0.2,0.0,Electronics,300.42,Customer_58,Midwest,2021-02-07
455,10433,CUST-026,PROD-018,2023-01-19 00:00:00,6,0.1,1141.88,Furniture,211.46,Customer_26,East,2020-06-28
456,10434,CUST-010,PROD-009,2023-01-19 01:00:00,7,0.0,$2054.22,Furniture,293.46,Customer_10,north,2020-03-08
457,10435,CUST-067,PROD-016,2023-01-19 02:00:00,4,0.05,193.5,Electronics,50.92,Customer_67,Midwest,2021-04-11
458,10436,CUST-059,PROD-010,2023-01-19 03:00:00,9,0.0,2651.13,Electronics,294.57,Customer_59,East,2021-02-14
459,10437,CUST-097,PROD-012,Invalid_Date,1,0.2,Check_Receipt,Furniture,64.77,Customer_97,East,2021-11-07
460,10438,CUST-042,PROD-002,2023-01-19 05:00:00,6,0.05,2818.71,Office,494.51,Customer_42,East,2020-10-18
461,10439,CUST-002,PROD-012,2023-01-19 06:00:00,1,0.1,58.29,Furniture,64.77,Customer_2,South,2020-01-12
462,10440,CUST-057,PROD-011,2023-01-19 07:00:00,7,0.0,$654.36,Electronics,93.48,Customer_57,East,2021-01-31
463,10441,CUST-100,PROD-010,2023-01-19 08:00:00,8,0.05,$2238.73,Electronics,294.57,Customer_100,West,2021-11-28
464,10442,CUST-999,PROD-007,2023-01-19 09:00:00,9,0.1,$2470.26,Clothing,304.97,,,
465,10443,CUST-057,PROD-011,2023-01-19 10:00:00,9,0.1,757.19,Electronics,93.48,Customer_57,East,2021-01-31
466,10444,CUST-025,PROD-020,2023-01-19 11:00:00,6,0.0,$354.42,Electronics,59.07,Customer_25,North,2020-06-21
467,10444,CUST-025,PROD-020,2023-01-19 11:00:00,6,0.0,$354.42,Electronics,59.07,Customer_25,North,2020-06-21
468,10445,CUST-066,PROD-007,2023-01-19 12:00:00,4,0.1,$1097.89,Clothing,304.97,Customer_66,West,2021-04-04
469,10446,CUST-068,PROD-009,2023-01-19 13:00:00,8,0.05,2230.3,Furniture,293.46,Customer_68,Midwest,2021-04-18
470,10447,CUST-084,PROD-007,2023-01-19 14:00:00,3,0.1,823.42,Clothing,304.97,Customer_84,South,2021-08-08
471,10447,CUST-084,PROD-007,2023-01-19 14:00:00,3,0.1,823.42,Clothing,304.97,Customer_84,South,2021-08-08
472,10448,CUST-080,PROD-003,2023-01-19 15:00:00,7,0.1,3031.62,Electronics,481.21,Customer_80,West,2021-07-11
473,10449,CUST-049,PROD-012,2023-01-19 16:00:00,1,0.05,61.53,Furniture,64.77,Customer_49,West,2020-12-06
474,10450,CUST-091,PROD-009,2023-01-19 17:00:00,6,0.1,1584.68,Furniture,293.46,Customer_91,South,2021-09-26
475,10451,CUST-066,PROD-012,2023-01-19 18:00:00,2,0.0,129.54,Furniture,64.77,Customer_66,West,2021-04-04
476,10452,CUST-057,PROD-010,2023-01-19 19:00:00,6,0.2,1413.94,Electronics,294.57,Customer_57,East,2021-01-31
477,10453,CUST-064,PROD-008,2023-01-19 20:00:00,5,0.05,1654.04,Office,348.22,Customer_64,West,2021-03-21
478,10453,CUST-064,PROD-008,2023-01-19 20:00:00,5,0.05,1654.04,Office,348.22,Customer_64,West,2021-03-21
479,10454,CUST-010,PROD-018,2023-01-19 21:00:00,9,0.05,1807.98,Furniture,211.46,Customer_10,north,2020-03-08
480,10455,CUST-038,PROD-001,2023-01-19 22:00:00,7,0.1,Check_Receipt,Clothing,152.01,Customer_38,Midwest,2020-09-20
481,10456,CUST-075,PROD-019,2023-01-19 23:00:00,3,0.2,168.89,Clothing,70.37,Customer_75,South,2021-06-06
482,10457,CUST-095,PROD-009,2023-01-20 00:00:00,1,0.05,278.79,Furniture,293.46,Customer_95,South,2021-10-24
483,10458,CUST-083,PROD-012,2023-01-20 01:00:00,4,0.1,$233.17,Furniture,64.77,Customer_83,Midwest,2021-08-01
484,10459,CUST-072,PROD-018,2023-01-20 02:00:00,4,0.1,761.26 EUR,Furniture,211.46,Customer_72,East,2021-05-16
485,10460,CUST-064,PROD-013,2023-01-20 03:00:00,1,0.2,48.18,Office,60.22,Customer_64,West,2021-03-21
486,10460,CUST-064,PROD-013,2023-01-20 03:00:00,1,0.2,48.18,Office,60.22,Customer_64,West,2021-03-21
487,10461,CUST-050,PROD-010,2023-01-20 04:00:00,6,0.0,1767.42,Electronics,294.57,Customer_50,west,2020-12-13
488,10462,CUST-012,PROD-020,2023-01-20 05:00:00,3,0.2,141.77,Electronics,59.07,Customer_12,east,2020-03-22
489,10463,CUST-042,PROD-013,2023-01-20 06:00:00,8,0.05,$457.67,Office,60.22,Customer_42,East,2020-10-18
490,10464,CUST-032,PROD-003,2023-01-20 07:00:00,1,0.1,$433.09 EUR,Electronics,481.21,Customer_32,east,2020-08-09
491,10465,CUST-048,PROD-004,2023-01-20 08:00:00,9,0.2,2452.25,Office,340.59,Customer_48,Midwest,2020-11-29
492,10466,CUST-070,PROD-015,2023-01-20 09:00:00,5,0.0,541.05 EUR,Office,108.21,Customer_70,east,2021-05-02
493,10467,CUST-056,PROD-016,2023-01-20 10:00:00,1,0.2,40.74 EUR,Electronics,50.92,Customer_56,East,2021-01-24
494,10468,CUST-024,PROD-016,2023-01-20 11:00:00,1000,0.0,50920.0,Electronics,50.92,Customer_24,North,2020-06-14
495,10469,CUST-027,PROD-020,2023-01-20 12:00:00,6,0.1,318.98,Electronics,59.07,Customer_27,Midwest,2020-07-05
496,10470,CUST-019,PROD-008,2023-01-20 13:00:00,3,0.05,Check_Receipt,Office,348.22,Customer_19,West,2020-05-10
497,10471,CUST-031,PROD-004,2023-01-20 14:00:00,9,0.0,3065.31,Office,340.59,Customer_31,west,2020-08-02
498,10472,CUST-080,PROD-005,2023-01-20 15:00:00,8,0.05,2146.85,Electronics,282.48,Customer_80,West,2021-07-11
499,10473,CUST-999,PROD-019,2023-01-20 16:00:00,5,0.2,281.48 EUR,Clothing,70.37,,,
500,10474,CUST-044,PROD-010,2023-01-20 17:00:00,7,0.0,2061.99,Electronics,294.57,Customer_44,Midwest,2020-11-01
501,10475,CUST-094,PROD-004,2023-01-20 18:00:00,4,0.1,1226.12,Office,340.59,Customer_94,east,2021-10-17
502,10476,CUST-002,PROD-014,2023-01-20 19:00:00,7,0.1,1892.65 EUR,Electronics,300.42,Customer_2,South,2020-01-12
503,10477,CUST-060,PROD-009,2023-01-20 20:00:00,1,0.1,Check_Receipt,Furniture,293.46,Customer_60,west,2021-02-21
504,10478,CUST-019,PROD-003,2023-01-20 21:00:00,6,0.05,2742.9,Electronics,481.21,Customer_19,West,2020-05-10
505,10479,CUST-049,PROD-017,2023-01-20 22:00:00,1,0.1,219.68,Furniture,244.09,Customer_49,West,2020-12-06
506,10480,CUST-070,PROD-019,2023-01-20 23:00:00,1,0.0,70.37,Clothing,70.37,Customer_70,east,2021-05-02
507,10481,CUST-070,PROD-008,2023-01-21 00:00:00,4,0.05,1323.24,Office,348.22,Customer_70,east,2021-05-02
508,10482,CUST-008,PROD-017,2023-01-21 01:00:00,2,0.2,390.54,Furniture,244.09,Customer_8,West,2020-02-23
509,10483,CUST-087,PROD-004,2033-01-18 02:00:00,7,0.05,2264.92,Office,340.59,Customer_87,South,2021-08-29
510,10484,CUST-048,PROD-006,2023-01-21 03:00:00,6,0.2,2024.64,Electronics,421.8,Customer_48,Midwest,2020-11-29
511,10485,CUST-011,PROD-002,2023-01-21 04:00:00,3,0.0,$1483.53,Office,494.51,Customer_11,South,2020-03-15
512,10486,CUST-015,PROD-019,2023-01-21 05:00:00,2,0.0,$140.74,Clothing,70.37,Customer_15,North,2020-04-12
513,10487,CUST-005,PROD-011,2023-01-21 06:00:00,5,0.05,444.03,Electronics,93.48,Customer_5,West,2020-02-02
514,10488,CUST-003,PROD-013,2033-01-18 07:00:00,7,0.0,$421.54,Office,60.22,Customer_3,east,2020-01-19
515,10489,CUST-061,PROD-020,2023-01-21 08:00:00,6,0.05,$336.7,Electronics,59.07,Customer_61,south,2021-02-28
516,10490,CUST-091,PROD-002,2023-01-21 09:00:00,9,0.05,4228.06,Office,494.51,Customer_91,South,2021-09-26
517,10491,CUST-056,PROD-006,2023-01-21 10:00:00,8,0.2,2699.52,Electronics,421.8,Customer_56,East,2021-01-24
518,10492,CUST-007,PROD-020,2023-01-21 11:00:00,1000,0.05,56116.5,Electronics,59.07,Customer_7,west,2020-02-16
519,10493,CUST-008,PROD-017,2023-01-21 12:00:00,1,0.0,244.09,Furniture,244.09,Customer_8,West,2020-02-23
520,10494,CUST-005,PROD-017,2023-01-21 13:00:00,5,0.0,1220.45,Furniture,244.09,Customer_5,West,2020-02-02
521,10495,CUST-097,PROD-018,2023-01-21 14:00:00,4,0.1,761.26,Furniture,211.46,Customer_97,East,2021-11-07
522,10496,CUST-052,PROD-018,2023-01-21 15:00:00,9,0.2,1522.51,Furniture,211.46,Customer_52,South,2020-12-27
523,10497,CUST-064,PROD-003,2023-01-21 16:00:00,5,0.2,1924.84,Electronics,481.21,Customer_64,West,2021-03-21
524,10497,CUST-064,PROD-003,2023-01-21 16:00:00,5,0.2,1924.84,Electronics,481.21,Customer_64,West,2021-03-21
525,10498,CUST-078,PROD-010,2023-01-21 17:00:00,5,0.1,1325.56,Electronics,294.57,Customer_78,west,2021-06-27
526,10499,CUST-002,PROD-007,2023-01-21 18:00:00,7,0.05,2028.05,Clothing,304.97,Customer_2,South,2020-01-12
527,10500,CUST-052,PROD-018,2023-01-21 19:00:00,8,0.0,1691.68,Furniture,211.46,Customer_52,South,2020-12-27
528,10501,CUST-022,PROD-020,2023-01-21 20:00:00,5,0.2,Check_Receipt,Electronics,59.07,Customer_22,East,2020-05-31
529,10502,CUST-006,PROD-008,2023-01-21 21:00:00,7,0.1,2193.79 EUR,Office,348.22,Customer_6,North,2020-02-09
530,10503,CUST-074,PROD-019 ,2023-01-21 22:00:00,1,0.05,,,,Customer_74,Midwest,2021-05-30
531,10504,CUST-031,PROD-003,2023-01-21 23:00:00,7,0.0,3368.47,Electronics,481.21,Customer_31,west,2020-08-02
532,10505,CUST-003,PROD-011,2023-01-22 00:00:00,7,0.2,523.49,Electronics,93.48,Customer_3,east,2020-01-19
533,10506,CUST-048,PROD-011,2023-01-22 01:00:00,8,0.0,747.84,Electronics,93.48,Customer_48,Midwest,2020-11-29
534,10507,CUST-041,PROD-007,2023-01-22 02:00:00,2,0.2,487.95,Clothing,304.97,Customer_41,West,2020-10-11
535,10508,CUST-008,PROD-005,2023-01-22 03:00:00,4,0.05,1073.42,Electronics,282.48,Customer_8,West,2020-02-23
536,10509,CUST-032,PROD-008,2023-01-22 04:00:00,9,0.2,2507.18,Office,348.22,Customer_32,east,2020-08-09
537,10510,CUST-049,PROD-004,2023-01-22 05:00:00,5,0.1,1532.66,Office,340.59,Customer_49,West,2020-12-06
538,10511,CUST-057,PROD-007,2023-01-22 06:00:00,7,0.05,2028.05,Clothing,304.97,Customer_57,East,2021-01-31
539,10512,CUST-047,PROD-015 ,2023-01-22 07:00:00,1,0.2,,,,Customer_47,Midwest,2020-11-22
540,10513,CUST-018,PROD-018,2023-01-22 08:00:00,7,0.0,1480.22,Furniture,211.46,Customer_18,North,2020-05-03
541,10514,CUST-099,PROD-007,2023-01-22 09:00:00,7,0.0,2134.79,Clothing,304.97,Customer_99,North,2021-11-21
542,10515,CUST-059,PROD-018,2023-01-22 10:00:00,4,0.05,803.55,Furniture,211.46,Customer_59,East,2021-02-14
543,10516,CUST-080,PROD-012,2023-01-22 11:00:00,3,0.2,$155.45,Furniture,64.77,Customer_80,West,2021-07-11
544,10517,CUST-050,PROD-002 ,2023-01-22 12:00:00,7,0.0,,,,Customer_50,west,2020-12-13
545,10518,CUST-001,PROD-015,2023-01-22 13:00:00,4,0.1,389.56,Office,108.21,Customer_1,South,2020-01-05
546,10518,CUST-001,PROD-015,2023-01-22 13:00:00,4,0.1,389.56,Office,108.21,Customer_1,South,2020-01-05
547,10519,CUST-051,PROD-011,2023-01-22 14:00:00,1,0.05,88.81,Electronics,93.48,Customer_51,South,2020-12-20
548,10520,CUST-098,PROD-015,2023-01-22 15:00:00,6,0.0,649.26,Office,108.21,Customer_98,midwest,2021-11-14
549,10521,CUST-004,PROD-015,2023-01-22 16:00:00,6,0.1,584.33,Office,108.21,Customer_4,Midwest,2020-01-26
550,10522,CUST-074,PROD-020,2023-01-22 17:00:00,4,0.05,224.47,Electronics,59.07,Customer_74,Midwest,2021-05-30
551,10523,CUST-042,PROD-018,2023-01-22 18:00:00,2,0.1,380.63,Furniture,211.46,Customer_42,East,2020-10-18
552,10524,CUST-999,PROD-008,2023-01-22 19:00:00,1,0.1,313.4,Office,348.22,,,
553,10525,CUST-083,PROD-002,2023-01-22 20:00:00,5,0.2,1978.04 EUR,Office,494.51,Customer_83,Midwest,2021-08-01
554,10526,CUST-095,PROD-012,2023-01-22 21:00:00,8,0.05,492.25,Furniture,64.77,Customer_95,South,2021-10-24
555,10527,CUST-018,PROD-008 ,2023-01-22 22:00:00,9,0.0,,,,Customer_18,North,2020-05-03
556,10528,CUST-029,PROD-009,2023-01-22 23:00:00,3,0.0,880.38,Furniture,293.46,Customer_29,south,2020-07-19
557,10529,CUST-069,PROD-016,2023-01-23 00:00:00,5,0.2,203.68 EUR,Electronics,50.92,Customer_69,Midwest,2021-04-25
558,10530,CUST-003,PROD-005,2023-01-23 01:00:00,1,0.1,254.23,Electronics,282.48,Customer_3,east,2020-01-19
559,10531,CUST-044,PROD-016,2023-01-23 02:00:00,1,0.05,48.37,Electronics,50.92,Customer_44,Midwest,2020-11-01
560,10532,CUST-047,PROD-020,2023-01-23 03:00:00,5,0.0,295.35,Electronics,59.07,Customer_47,Midwest,2020-11-22
561,10533,CUST-043,PROD-011,2023-01-23 04:00:00,3,0.05,266.42,Electronics,93.48,Customer_43,West,2020-10-25
562,10534,CUST-096,PROD-007,2023-01-23 05:00:00,3,0.2,731.93,Clothing,304.97,Customer_96,South,2021-10-31
563,10535,CUST-048,PROD-017,2023-01-23 06:00:00,8,0.2,1562.18,Furniture,244.09,Customer_48,Midwest,2020-11-29
564,10536,CUST-007,PROD-016,2023-01-23 07:00:00,4,0.0,203.68,Electronics,50.92,Customer_7,west,2020-02-16
565,10537,CUST-020,PROD-007,2023-01-23 08:00:00,7,0.05,2028.05,Clothing,304.97,Customer_20,west,2020-05-17
566,10538,CUST-086,PROD-020,2023-01-23 09:00:00,8,0.2,378.05,Electronics,59.07,Customer_86,Midwest,2021-08-22
567,10539,CUST-999,PROD-013,2023-01-23 10:00:00,5,0.2,240.88,Office,60.22,,,
568,10540,CUST-023,PROD-013,2023-01-23 11:00:00,7,0.0,421.54,Office,60.22,Customer_23,midwest,2020-06-07
569,10541,CUST-049,PROD-012,2023-01-23 12:00:00,5,0.05,307.66,Furniture,64.77,Customer_49,West,2020-12-06
570,10542,CUST-016,PROD-001,2023-01-23 13:00:00,9,0.1,1231.28,Clothing,152.01,Customer_16,North,2020-04-19
571,10543,CUST-031,PROD-001,2023-01-23 14:00:00,2,0.2,243.22,Clothing,152.01,Customer_31,west,2020-08-02
572,10544,CUST-083,PROD-015,2023-01-23 15:00:00,3,0.1,292.17,Office,108.21,Customer_83,Midwest,2021-08-01
573,10545,CUST-038,PROD-011,2023-01-23 16:00:00,8,0.05,710.45,Electronics,93.48,Customer_38,Midwest,2020-09-20
574,10546,CUST-007,PROD-015,2023-01-23 17:00:00,2,0.05,205.6,Office,108.21,Customer_7,west,2020-02-16
575,10547,CUST-038,PROD-002,2023-01-23 18:00:00,7,0.2,2769.26,Office,494.51,Customer_38,Midwest,2020-09-20
576,10548,CUST-021,PROD-014,2023-01-23 19:00:00,9,0.1,2433.4,Electronics,300.42,Customer_21,Midwest,2020-05-24
577,10549,CUST-047,PROD-018,2023-01-23 20:00:00,8,0.2,1353.34,Furniture,211.46,Customer_47,Midwest,2020-11-22
578,10550,CUST-021,PROD-005,2023-01-23 21:00:00,1,0.2,225.98,Electronics,282.48,Customer_21,Midwest,2020-05-24
579,10551,CUST-074,PROD-015,2023-01-23 22:00:00,1,0.0,108.21,Office,108.21,Customer_74,Midwest,2021-05-30
580,10552,CUST-062,PROD-020,2023-01-23 23:00:00,5,0.0,295.35,Electronics,59.07,Customer_62,West,2021-03-07
581,10553,CUST-021,PROD-009,2023-01-24 00:00:00,7,0.1,$1848.8 EUR,Furniture,293.46,Customer_21,Midwest,2020-05-24
582,10554,CUST-009,PROD-001,2023-01-24 01:00:00,1,0.05,$144.41,Clothing,152.01,Customer_9,north,2020-03-01
583,10555,CUST-044,PROD-004,2023-01-24 02:00:00,4,0.05,$1294.24,Office,340.59,Customer_44,Midwest,2020-11-01
584,10556,CUST-048,PROD-012,2023-01-24 03:00:00,5,0.0,$323.85,Furniture,64.77,Customer_48,Midwest,2020-11-29
585,10557,CUST-033,PROD-003,2023-01-24 04:00:00,4,0.1,1732.36,Electronics,481.21,Customer_33,Midwest,2020-08-16
586,10558,CUST-004,PROD-010,2023-01-24 05:00:00,8,0.0,2356.56,Electronics,294.57,Customer_4,Midwest,2020-01-26
587,10559,CUST-021,PROD-015,2023-01-24 06:00:00,6,0.1,584.33,Office,108.21,Customer_21,Midwest,2020-05-24
588,10560,CUST-068,PROD-011,2023-01-24 07:00:00,8,0.1,673.06 EUR,Electronics,93.48,Customer_68,Midwest,2021-04-18
589,10561,CUST-020,PROD-020,2023-01-24 08:00:00,1,0.1,$53.16,Electronics,59.07,Customer_20,west,2020-05-17
590,10562,CUST-097,PROD-006,2023-01-24 09:00:00,3,0.05,1202.13,Electronics,421.8,Customer_97,East,2021-11-07
591,10563,CUST-087,PROD-005,2023-01-24 10:00:00,7,0.2,1581.89,Electronics,282.48,Customer_87,South,2021-08-29
592,10564,CUST-015,PROD-010,2023-01-24 11:00:00,8,0.0,2356.56,Electronics,294.57,Customer_15,North,2020-04-12
593,10565,CUST-083,PROD-010,2023-01-24 12:00:00,8,0.0,2356.56,Electronics,294.57,Customer_83,Midwest,2021-08-01
594,10566,CUST-033,PROD-015,2023-01-24 13:00:00,5,0.1,$486.94,Office,108.21,Customer_33,Midwest,2020-08-16
595,10567,CUST-030,PROD-007,2023-01-24 14:00:00,6,0.1,1646.84,Clothing,304.97,Customer_30,North,2020-07-26
596,10568,CUST-067,PROD-003,2023-01-24 15:00:00,2,0.1,866.18,Electronics,481.21,Customer_67,Midwest,2021-04-11
597,10569,CUST-050,PROD-011,2023-01-24 16:00:00,9,0.2,673.06,Electronics,93.48,Customer_50,west,2020-12-13
598,10570,CUST-021,PROD-005,2023-01-24 17:00:00,9,0.0,2542.32,Electronics,282.48,Customer_21,Midwest,2020-05-24
599,10571,CUST-093,PROD-001,2023-01-24 18:00:00,1,0.2,121.61 EUR,Clothing,152.01,Customer_93,West,2021-10-10
600,10572,CUST-052,PROD-019,2023-01-24 19:00:00,1,0.05,66.85,Clothing,70.37,Customer_52,South,2020-12-27
601,10573,CUST-076,PROD-008,2023-01-24 20:00:00,1,0.1,313.4,Office,348.22,Customer_76,East,2021-06-13
602,10574,CUST-086,PROD-009,2023-01-24 21:00:00,4,0.05,1115.15,Furniture,293.46,Customer_86,Midwest,2021-08-22
603,10575,CUST-100,PROD-014,2023-01-24 22:00:00,4,0.05,1141.6,Electronics,300.42,Customer_100,West,2021-11-28
604,10576,CUST-077,PROD-011,2023-01-24 23:00:00,9,0.05,799.25,Electronics,93.48,Customer_77,West,2021-06-20
605,10577,CUST-064,PROD-005,2023-01-25 00:00:00,9,0.2,2033.86,Electronics,282.48,Customer_64,West,2021-03-21
606,10577,CUST-064,PROD-005,2023-01-25 00:00:00,9,0.2,2033.86,Electronics,282.48,Customer_64,West,2021-03-21
607,10578,CUST-039,PROD-007,2023-01-25 01:00:00,4,0.2,975.9 EUR,Clothing,304.97,Customer_39,North,2020-09-27
608,10579,CUST-100,PROD-015,2023-01-25 02:00:00,9,0.1,Check_Receipt,Office,108.21,Customer_100,West,2021-11-28
609,10580,CUST-065,PROD-004,2023-01-25 03:00:00,8,0.1,2452.25,Office,340.59,Customer_65,South,2021-03-28
610,10581,CUST-078,PROD-012,2023-01-25 04:00:00,6,0.0,388.62 EUR,Furniture,64.77,Customer_78,west,2021-06-27
611,10582,CUST-091,PROD-001,2023-01-25 05:00:00,3,0.0,456.03,Clothing,152.01,Customer_91,South,2021-09-26
612,10583,CUST-049,PROD-004,2023-01-25 06:00:00,7,0.2,1907.3,Office,340.59,Customer_49,West,2020-12-06
613,10584,CUST-014,PROD-007,2023-01-25 07:00:00,7,0.05,2028.05,Clothing,304.97,Customer_14,midwest,2020-04-05
614,10585,CUST-048,PROD-008,2023-01-25 08:00:00,5,0.0,1741.1,Office,348.22,Customer_48,Midwest,2020-11-29
615,10586,CUST-025,PROD-014,2023-01-25 09:00:00,5,0.05,1427.0,Electronics,300.42,Customer_25,North,2020-06-21
616,10586,CUST-025,PROD-014,2023-01-25 09:00:00,5,0.05,1427.0,Electronics,300.42,Customer_25,North,2020-06-21
617,10587,CUST-048,PROD-015,2023-01-25 10:00:00,9,0.0,973.89,Office,108.21,Customer_48,Midwest,2020-11-29
618,10588,CUST-007,PROD-014,2023-01-25 11:00:00,7,0.0,Check_Receipt,Electronics,300.42,Customer_7,west,2020-02-16
619,10589,CUST-052,PROD-013,2023-01-25 12:00:00,4,0.2,192.7,Office,60.22,Customer_52,South,2020-12-27
620,10590,CUST-009,PROD-020,2023-01-25 13:00:00,5,0.1,$265.82,Electronics,59.07,Customer_9,north,2020-03-01
621,10591,CUST-007,PROD-001,2023-01-25 14:00:00,2,0.0,304.02,Clothing,152.01,Customer_7,west,2020-02-16
622,10592,CUST-078,PROD-006,2023-01-25 15:00:00,2,0.1,759.24,Electronics,421.8,Customer_78,west,2021-06-27
623,10593,CUST-002,PROD-020,2023-01-25 16:00:00,5,0.0,295.35,Electronics,59.07,Customer_2,South,2020-01-12
624,10594,CUST-085,PROD-005,,1,0.1,254.23,Electronics,282.48,Customer_85,west,2021-08-15
625,10595,CUST-021,PROD-011,2023-01-25 18:00:00,9,0.0,841.32,Electronics,93.48,Customer_21,Midwest,2020-05-24
626,10596,CUST-095,PROD-008,2023-01-25 19:00:00,5,0.0,1741.1,Office,348.22,Customer_95,South,2021-10-24
627,10597,CUST-086,PROD-005,2023-01-25 20:00:00,9,0.1,2288.09,Electronics,282.48,Customer_86,Midwest,2021-08-22
628,10598,CUST-005,PROD-016,2023-01-25 21:00:00,7,0.2,$285.15,Electronics,50.92,Customer_5,West,2020-02-02
629,10599,CUST-028,PROD-017,2023-01-25 22:00:00,1,0.05,Check_Receipt,Furniture,244.09,Customer_28,South,2020-07-12
630,10600,CUST-046,PROD-014,2023-01-25 23:00:00,8,0.1,2163.02,Electronics,300.42,Customer_46,West,2020-11-15
631,10601,CUST-044,PROD-012,2023-01-26 00:00:00,4,0.0,Check_Receipt,Furniture,64.77,Customer_44,Midwest,2020-11-01
632,10602,CUST-001,PROD-011,2023-01-26 01:00:00,7,0.0,$654.36,Electronics,93.48,Customer_1,South,2020-01-05
633,10602,CUST-001,PROD-011,2023-01-26 01:00:00,7,0.0,$654.36,Electronics,93.48,Customer_1,South,2020-01-05
634,10603,CUST-023,PROD-014,2023-01-26 02:00:00,2,0.1,540.76,Electronics,300.42,Customer_23,midwest,2020-06-07
635,10604,CUST-063,PROD-007,2033-01-23 03:00:00,5,0.1,1372.37,Clothing,304.97,Customer_63,Midwest,2021-03-14
636,10605,CUST-003,PROD-004,2023-01-26 04:00:00,4,0.0,1362.36,Office,340.59,Customer_3,east,2020-01-19
637,10606,CUST-079,PROD-008,2023-01-26 05:00:00,3,0.2,835.73,Office,348.22,Customer_79,Midwest,2021-07-04
638,10607,CUST-017,PROD-011,2023-01-26 06:00:00,2,0.05,177.61,Electronics,93.48,Customer_17,South,2020-04-26
639,10608,CUST-091,PROD-011,2023-01-26 07:00:00,1,0.2,$74.78,Electronics,93.48,Customer_91,South,2021-09-26
640,10609,CUST-024,PROD-008,2023-01-26 08:00:00,1,0.1,313.4,Office,348.22,Customer_24,North,2020-06-14
641,10610,CUST-041,PROD-011,2023-01-26 09:00:00,8,0.0,747.84,Electronics,93.48,Customer_41,West,2020-10-11
642,10611,CUST-032,PROD-013,2023-01-26 10:00:00,7,0.1,379.39,Office,60.22,Customer_32,east,2020-08-09
643,10612,CUST-023,PROD-016,2023-01-26 11:00:00,2,0.1,91.66,Electronics,50.92,Customer_23,midwest,2020-06-07
